source name	characteristics[organism]	characteristics[organism part]	characteristics[disease]	characteristics[cell line]	characteristics[cellosaurus accession]	characteristics[cellosaurus name]	characteristics[age]	characteristics[sex]	characteristics[biological replicate]	characteristics[condition]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	assay name	technology type	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[digestion protocol]	comment[modification parameters]	comment[proteomics data acquisition method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[scan window lower limit]	comment[scan window upper limit]	comment[isolation window width]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[file uri]	comment[sample preparation batch]	comment[original sample identifier]	comment[autosampler position]	comment[injection volume]	comment[sample role]	comment[search inclusion]	comment[sample description]	comment[replicate provenance]	comment[search parameter source]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[condition]	factor value[cells per well]
PXD053464_20230626_KK_SC_IFNy_21	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	21	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_21	1	PXD053464_20230626_KK_SC_IFNy_21_C7_1_14109	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_21_C7_1_14109.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_21_C7_1_14109.d.zip	not available	20230626_KK_SC_IFNy_21	C7	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_22	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	22	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_22	1	PXD053464_20230626_KK_SC_IFNy_22_D7_1_14110	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_22_D7_1_14110.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_22_D7_1_14110.d.zip	not available	20230626_KK_SC_IFNy_22	D7	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_23	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	23	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_23	1	PXD053464_20230626_KK_SC_IFNy_23_E7_1_14111	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_23_E7_1_14111.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_23_E7_1_14111.d.zip	not available	20230626_KK_SC_IFNy_23	E7	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_24	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	24	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_24	1	PXD053464_20230626_KK_SC_IFNy_24_F7_1_14112	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_24_F7_1_14112.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_24_F7_1_14112.d.zip	not available	20230626_KK_SC_IFNy_24	F7	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_25	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	25	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_25	1	PXD053464_20230626_KK_SC_IFNy_25_G7_1_14113	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_25_G7_1_14113.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_25_G7_1_14113.d.zip	not available	20230626_KK_SC_IFNy_25	G7	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_27	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	27	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_27	1	PXD053464_20230626_KK_SC_IFNy_27_A8_1_14125	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_27_A8_1_14125.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_27_A8_1_14125.d.zip	not available	20230626_KK_SC_IFNy_27	A8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_28	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	28	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_28	1	PXD053464_20230626_KK_SC_IFNy_28_B8_1_14126	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_28_B8_1_14126.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_28_B8_1_14126.d.zip	not available	20230626_KK_SC_IFNy_28	B8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_29	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	29	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_29	1	PXD053464_20230626_KK_SC_IFNy_29_C8_1_14127	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_29_C8_1_14127.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_29_C8_1_14127.d.zip	not available	20230626_KK_SC_IFNy_29	C8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_30	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	30	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_30	1	PXD053464_20230626_KK_SC_IFNy_30_D8_1_14128	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_30_D8_1_14128.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_30_D8_1_14128.d.zip	not available	20230626_KK_SC_IFNy_30	D8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_31	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	31	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_31	1	PXD053464_20230626_KK_SC_IFNy_31_E8_1_14129	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_31_E8_1_14129.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_31_E8_1_14129.d.zip	not available	20230626_KK_SC_IFNy_31	E8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_32	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	32	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_32	1	PXD053464_20230626_KK_SC_IFNy_32_F8_1_14130	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_32_F8_1_14130.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_32_F8_1_14130.d.zip	not available	20230626_KK_SC_IFNy_32	F8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
PXD053464_20230626_KK_SC_IFNy_33	Homo sapiens	tibia	osteosarcoma	U2OS	CVCL_0042	U2OS	15Y	female	33	interferon gamma 50 ng/mL for 24 hour	single cell	FACS	PXD053464_SC_IFNy_33	1	PXD053464_20230626_KK_SC_IFNy_33_G8_1_14131	proteomic profiling by mass spectrometry	NT=timsTOF Pro;AC=MS:1003005	NT=label free sample;AC=MS:1002038	NT=Trypsin/P;AC=MS:1001313	In-plate trypsin digestion for 1 hour; the archived search uses Trypsin/P specificity with one missed cleavage.	not applicable	Data-independent acquisition	15 ppm	15 ppm	375	925	25	1	1	20230626_KK_SC_IFNy_33_G8_1_14131.d.zip	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/08/PXD053464/20230626_KK_SC_IFNy_33_G8_1_14131.d.zip	not available	20230626_KK_SC_IFNy_33	G8	4 uL	single-cell study sample	included in archived DIA-NN searches	U2OS, interferon gamma 50 ng/mL for 24 hour; 1 FACS-sorted cell(s) per preparation, injected once.	Single-cell replicate numbers preserve the author cell identifiers, with gaps. The replicate unit is an individual cell, not an independent culture or donor; the parent-culture and preparation-plate mapping is unavailable.	Archived DIA-NN 1.8 command lines specify 15 ppm MS1/MS2 starting tolerances, individual mass-accuracy optimization, Trypsin/P and one missed cleavage. No fixed or variable modifications are configured; cysteine-containing Modified.Sequence values in both deposited reports are unmodified. This contradicts the C-carbamidomethylation flag in Supplementary Data 1 Ch3.	Agent-assisted curation using Codex and sdrf-skills. All 202 archive RAW files are cross-checked against their own SampleInfo.xml and DIA method; 143 single-cell files also match Supplementary Data 8. The archive includes 16 ten-cell preparations and 43 no-cell controls; only 15 ten-cell preparations occur in the archived searches. The primary article reports Bruker timsTOF Pro diaPASEF for this study; individual SampleInfo.xml and diaSettings.diasqlite files were checked. No acquisition date is treated as a sample preparation batch. Cell-line donor metadata: https://www.cellosaurus.org/CVCL_0042 ; study: https://doi.org/10.1038/s41467-024-52605-x	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=single-cell;VV=v1.0.0	NT=dia-acquisition;VV=v1.1.0	NT=human;VV=v1.1.0	interferon gamma 50 ng/mL for 24 hour	1
