source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[developmental stage]	characteristics[strain or breed]	characteristics[sex]	characteristics[biological replicate]	characteristics[biological replicate unit]	characteristics[sample type]	characteristics[single cell isolation protocol]	characteristics[cell identifier]	characteristics[cells per well]	characteristics[author cell population]	assay name	technology type	comment[technical replicate]	comment[fraction identifier]	comment[data file]	comment[file uri]	comment[label]	comment[carrier channel]	comment[reference channel]	comment[carrier composition]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[cleavage agent details]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[sample preparation batch]	comment[author file identifier]	comment[annotation provenance]	comment[sdrf version]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]	factor value[author cell population]
PXD048347_S140	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	105	individual cell	study sample	cellenONE	S140	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT131C;AC=PRIDE:0000581	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S141	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	106	individual cell	study sample	cellenONE	S141	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT132N;AC=PRIDE:0000582	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S142	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	107	individual cell	study sample	cellenONE	S142	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT132C;AC=PRIDE:0000583	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S143	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	108	individual cell	study sample	cellenONE	S143	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT133N;AC=PRIDE:0000632	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S144	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	109	individual cell	study sample	cellenONE	S144	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT133C;AC=PRIDE:0000633	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S145	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	110	individual cell	study sample	cellenONE	S145	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT134N;AC=PRIDE:0000643	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S146	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	111	individual cell	study sample	cellenONE	S146	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT134C;AC=PRIDE:0000642	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S147	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	112	individual cell	study sample	cellenONE	S147	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S7.raw	NT=TMT135N;AC=PRIDE:0000670	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F7	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S148	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	113	individual cell	study sample	cellenONE	S148	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	NT=TMT127N;AC=PRIDE:0000519	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F8	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S149	not applicable	not applicable	not applicable	not applicable	not applicable	not available	not applicable	1	not applicable	empty	not applicable	empty	0	empty channel	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	NT=TMT127C;AC=PRIDE:0000518	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F8	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	empty channel
PXD048347_S150	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	114	individual cell	study sample	cellenONE	S150	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	NT=TMT128N;AC=PRIDE:0000522	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F8	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S151	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	115	individual cell	study sample	cellenONE	S151	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	NT=TMT128C;AC=PRIDE:0000521	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F8	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
PXD048347_S152	Mus musculus	cell culture	not available	normal	embryonic	not available	not available	116	individual cell	study sample	cellenONE	S152	1	BRA-GFP-positive gastruloid cells	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8	proteomic profiling by mass spectrometry	1	1	20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	ftp://ftp.pride.ebi.ac.uk/pride/data/archive/2024/09/PXD048347/20230920_E1_50_CVG_0553_SCP_Gastruloids_GFP_C1_S8.raw	NT=TMT129N;AC=PRIDE:0000525	NT=TMT126;AC=PRIDE:0000516	not applicable	BRA-GFP-positive gastruloid cells	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=Orbitrap Eclipse;AC=MS:1003029	NT=Trypsin;AC=MS:1001251	NT=Lys-C;AC=MS:1001309	10 ppm	0.02 Da	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Met-loss;AC=UNIMOD:765;TA=M;PP=Protein N-term;MT=Variable	NT=Met-loss+Acetyl;AC=UNIMOD:766;TA=M;PP=Protein N-term;MT=Variable	NT=TMTpro;AC=UNIMOD:2016;TA=K;MT=Fixed	NT=TMTpro;AC=UNIMOD:2016;PP=Any N-term;MT=Fixed	NT=beam-type collision-induced dissociation;AC=MS:1000422	C1	F8	Author PD study maps native RAW, file ID and sample/channel ID; the linked paper identifies this follow-up as BRA-GFP-positive cells and BRA-GFP-only carrier. Each study row represents one isolated cell before downstream QC filtering. Biological replicate IDs enumerate cells within population, not independent cultures, differentiations or donors; those higher-level relationships are not supplied. Carrier 126 and empty 127C follow the paper and author script. Search modifications follow the deposited PD Sequest settings. https://doi.org/10.1016/j.stem.2024.04.017	v1.1.0	NT=ms-proteomics;VV=v1.1.0	NT=vertebrates;VV=v1.1.0	NT=single-cell;VV=v1.0.0	BRA-GFP-positive gastruloid cells
